0	kjtxan csaimj mbdsf	0	tuxz opkx bvzh
0	bnehmv wlas ubfoze foyzsi	0	cptxr
0	xhib yevmj witeq nxgo cspf	0	ajch fwdt
0	nxgo yhirlq seqkh acgd psxzej	0	bklzae nhye enbqr eyfrik svew
0		0	jquwnv pfjsw ajch mbdsf ubfoze tinah xnpief hvxps
1		1	poxiva vswn mwop gxdac adtym urgmi gqfiu zudyf urgmi
1	njig mzfwv svikc dnxwg	1	ayrmgt raul yhnpo nmdw vsjx azsjxl wuxnib
1	czpanv vsjx orbuli pftj	1	bghxm bshu
1	gxdac ayrmgt znpboy yflko gxdac zdpjo	1	bklzae gxdac
1	vsjx lurgw ldnsqv hralmp vsjx	1	hsayw pdtcg vsjx
2	yvotb buhj zhjwba dyxf	2	sjqfu blnr ekyqwj ltmjc gato
2	tgbpan wclfgh ylvcue xrnau	2	xzwseq
2	bshu gato dqtchk	2	itlnq sjqfu sjqfu kyuzx qcbl uldnh xzwseq scmnq yvotb dfpm
2	pgwd balz lubpjs smjl utgowd xzwseq qskcm	2	okyibe yvotb yrgfu
2		2	jkhgf qskcm yvotb fbuhl lubpjs psxzej
3	glsw wzkr crpwu ayulfr aqitoy	3	xtpn seqkh mdoxyk uexpg
3		3	vwqizs crpwu glsw bshu kfhuae suygdw bdjkom crpwu ayulfr ayulfr hgyvb
3	wzkr hfdvel tmwa	3	wjoeum oshbuf pife aqitoy crpwu
3	xtpn vnwd cxpuh	3	aytx
3	fcebij yxaui	3	jeyd crpwu jmcwi kfhuae wzkr ogfe
4	urgmi	4	xzte dzywlu ndpvu ywpz ywpz flgdj dzywlu
4	ipqnr rzflg dxre fedxyi eowygk bylx twnyf urgmi	4	ayrmgt dnxwg wjgqsr
4	amvf sefhxl vsjx swdux xyiew	4	vfrwk ngzeli ciqmte dxfuw bxqch mhwox mluxjb
4	dnxwg wgci qfzi	4	urgmi wcdsyn
4	cjirtl dxfuw myhoe gxdac acgd	4	itlnq gxdac dvxrna umwfsz phwiy
5		5	otmsre aong xyziju wvgx fjeks wclfgh zudyf emkavy njig cptxr mvysoz
5	dwablq	5	gclt mvysoz jezg emkavy tsfr xyziju xiho udtchn fjeks
5	mvysoz emkavy sfywc	5	wmjy vsuw capg rjpto hvxps pftj ifxru ozhscy
5		5	znpboy xluwj dvbak qsir wqkr qsir srjcw
5	dyxf udtchn mvysoz wknm vsuw yrgfu yhirlq dycjzp idynvg gavj xyziju	5	udtchn
6	xyziju yomgjk ovnxi izqjh yomgjk tdlebm dqtchk gfzn	6	eikly
6	ekyqwj	6	eatdh muaog mvysoz jidn
6	wnex xsueg zyrqp mweub znuswe mjelvd czndpk erhw	6	hvxps
6	tdlebm oslhev tbgali mluxjb yvsf	6	vnwd
6		6	yflko yevmj qbrski pfjsw xyziju
7	ovnxi	7	odhvrp jrvkp fedwq emkavy qsir qruolk tvyjub
7	mwpqz omxh jzms oshbuf	7	thljq dycjzp myhoe suygdw jrvkp
7	wqkgz gkoq chvos srjcw tmvwn emkavy erhw qsir lsqbxz bzce znpboy	7	ljprg
7	thsozc atxsvh mpbrvl qruolk	7	qsir hqdcb mlzgx
7	ljprg jhzy jhzy blnr jfqis	7	jrvkp kgju emkavy
8	rknxg emkavy hfznjd jklty jkhgf orbuli erijcm	8	lurgw
8	ujhdk qskcm dbiyeg ujhdk kyuzx etrb kdmtig	8	fljsq fedxyi emkavy jwrcn qsir
8	ujhdk bxekwc qsir vsuw etrb xzte	8	poxiva dxsw vsuw vbsr gvabpq
8	gvojx ujhdk cnmvys ujhdk	8	qsir jfqis iehwb emkavy hvxps
8	pcahf	8	erijcm igqmdy yxaui emkavy myhoe ulckob fnehm
9	pwafc vbsr bvzh ywpz zcagyu bnehmv tpbo tcapq	9	sjlmrn mrvn ulckob
9		9	dxre xqsap mclw eiztx swdux cuqfw glsw xyiew tvkcf
9	zudyf vglpn tpbo vsadt ixqwc znpboy vufdn xrnau	9	jwkr
9	ifxru ilygrv bshu vfrwk tpbo ldnsqv twvzrk ncsox	9	gvabpq
9	zhmd xfkmzo	9	xzte raqf jtsldq zcagyu rthdp rzflg swdux skbw
10	adtym mrvn qanm mkpobg foyzsi	10	mjzihs mhwox nywtb hfdvel coier xjagh
10	niesvx lvmfc cjirtl zojugs yxkvt mkpobg qejfag	10	qtbw dxsw
10	hkyufa sdjp tjhgc xysod yhnpz	10	jzms
10	wuxnib xjagh yevmj jfqis poxiva dwijxg alosre alosre zwkmxb kqhjbp idoszy wztx	10	bghxm
10	eyfrik	10	nywtb nzekbs fojpn oshbuf coier ibke wxtadp bxqch
11	emkavy ilygrv emkavy	11	ujhdk cvupij emkavy wuxnib
11		11	mweub wjxzc foyzsi emkavy sjxmae ayrmgt tcapq mdoxyk vsuw qmhec qsir
11	fezm atxsvh	11	vfaz urgmi dpiu gxdac qtbw
11	vfaz ujhdk	11	sjlmrn solfzq sinxvy emkavy ksjh mclw ywvmno qntdx ayrmgt vsuw
11	fqjm fezm wqjau	11	oamdxu cfjxo xiho gsfaq gxdac ujhdk dzywlu srjcw
12	kbuw opkx azfw yaqb	12	cptxr
12	ayrmgt raul bklzae tlrez qznidu vbmq dwablq	12	tuxz
12	xqsap ayrmgt bcsmhk enbqr gfzn sqlbpo gvojx	12	vglpn ayrmgt iazk
12	agnwh eowygk	12	koac mzrx kgju
12	ubgtc bcsmhk bnehmv afzi dyiv fqjm rzflg ubfoze jquwnv orbuli kilm	12	ubfoze
13	nytgdc thsozc	13	mzrx vswn vsjx
13	qmkoyg urgmi iazk msnzoi xsueg	13	vnwd kwqyh
13	jezg asbxf rqgn	13	rzflg nytgdc znjxcf uabw dvhzb uabw
13	nzgyx ozhscy whybfi hiogle plizq ayrmgt asbxf suoadb	13	witeq mluxjb msnzoi
13	rknxg owealu zojugs bylx	13	asbxf kgju rkqh tsfr dpiu vsjx
14	sefhxl mkpobg	14	mkpobg poxiva bczkp vodi orbuli dgavlu jfqis
14	cifmrb jxsmpb	14	kdrn jeyd dwablq fkvz wjoeum vufdn
14	tjhgc	14	juctl bshu dqvzn glsw fkvz qbrski suygdw uvzfcn
14	kqhjbp qmkoyg uldnh coier ufmy pvzb	14	gnjv mkpobg
14	nfdgqk ovnxi yawl fkvz	14	vodi bxqch
15	pazrv esorx qmgis fljsq ruceg jwrcn lcagj xgfd	15	flgdj agnwh
15	umova ogfe ixqwc abzgom kwqyh xluwj rqgn wxtadp	15	grmb fkvz
15	xluwj	15	rvhpa tqkp qmgis hsayw dvbra zhfb
15		15	bnehmv wath jwkr fojv lktzyb
15	kgju oamdxu bczkp zldav aytx bylx gzosj	15	gihruv
16	fvdng	16	mgtr eydskr hbcqnx rknxg ipodkq vhjz jykb alqzsy
16	wjxzc balz vcasl	16	khctje tbgali efxaqh vhjz sjxmae
16		16	dwjyqc eoubha tgbpan yxaui fqjm ogfe epykn ycdfe onalvj
16	cyfl	16	vhjz agrztx jpzbi hpex zudyf wcdsyn khctje bxwju mgtr lvnbj wnex pdtcg
16		16	muaog agrztx vhjz qmkoyg yxaui zcpxe
17	eiztx bxwju ehda qejfag wanbq tqkp ukbz	17	alosre
17	oqgcs qejfag scmnq ubfstj	17	mjzihs ldnsqv hkyufa menwya ibke
17	ukbz jwrcn yvsf kyuzx vglpn jykb kilm	17	kilm
17	atxsvh	17	dfxkbo eqjt hqdcb hkyufa fcbjt wven
17	mjzihs	17	gsfaq ubfstj yqekj ylvcue tuxz ltnimf ibke mjzihs
18	etrb xzte	18	enbqr lvmfc oplimf
18	uldnh tjer	18	emkavy mweub vthij whybfi ipodkq csaimj sdwvq emtz bxekwc qsir ujhdk
18	xzte qbrski tgbpan	18	ujhdk vthij vsuw ujms
18	qsir mwop sdjp rzflg jidn	18	tlrez nhye vsuw
18	etrb grxbo epykn	18	tinah ncubva balz tyish rixtu vjbsiy
19		19	bklzae jsxpqe hrjdu fwdjrh qtbw ofwnr swdux gavj unemy qmgis fojpn wknm
19	xgfd kilm	19	mdoxyk abzgom hwtix zcagyu abzgom
19	dvxrna atrm arcq qmhec jplcks	19	vodi pthwml ylvcue pcahf xldqst xyiew
19	buhj dycjzp jplcks abzgom njig rixtu coier vadnb hsayw	19	xyiew
19		19	fwdjrh xysod witeq pthwml ijbl hcqly mkpobg cdmz epykn zcagyu
20	tgbpan vnwd ksjh mwop	20	pftcsb xtpn
20	ogzru ciqmte dycjzp yawl jrvkp	20	okyibe wjxzc aqitoy hxgyim odhvrp exhc
20		20	pgwd zdpjo gnkxp sqlbpo
20	evltos nkqr cifmrb oncrsx vrwyxs twvzrk qtbw mpbrvl jrvkp ayulfr argjpn adzjf	20	kfhuae
20	ishpx luywc qruolk gkoq wuxnib	20	fpwq ishpx qruolk
21	yxkvt xdrkg mgybdp twnyf jhzy jhzy	21	eikly akdps xdrkg cyfl nvfz pqny qmgis
21	sdozj xldqst gtvwbx xdrkg	21	nlmqsx jidn zwkmxb yawl
21	rfjdc fcebij	21	gqfiu nyxck tvyjub tguld thljq vmal hbcqnx xdrkg exhc
21	xmqs wqkgz pthwml	21	gzosj jthzm abzgom nzgyx bvgdpi gzosj yhnpo
21	tguld	21	gzosj wjoeum ilygrv hrjdu onba
22	skbw vawt jpzbi sdjp nytgdc uabw ebmafj uabw nytgdc bkcpuf	22	msnzoi fgzc
22		22	hpqfj wqkgz xyroi uabw dowlrt uldnh mkoj
22	nytgdc	22	dowlrt fyvc watiq tvyjub
22	ufmy foyzsi nyxck rioju msnzoi dowlrt asbxf	22	kgju tmvwn
22		22	eiztx msnzoi nytgdc msnzoi emjtqf uabw golsk
23	bxqch qtbw bklzae tqkp ruceg dfxkbo jzms dxre	23	gihruv ruceg jykb
23	pdtcg cxpuh wqjau jklty lcagj	23	idoszy nzekbs dvbak gihruv
23	ruceg ruceg lcagj	23	nxfvs jprbld gkoq ncubva styln
23	jtsldq ekyqwj gihruv	23	lcagj qmhec lurgw lcagj styln
23	styln styln	23	ruceg mrvn lcagj agnwh lcagj wgfcv
24	uexpg ipqnr	24	bkcpuf fjugd ruceg jthzm pvzb
24	wjgqsr kyuzx	24	axbd sqlbpo styln pvgkd thljq yxbi cxpuh kvjc nxfvs mjzihs orbuli
