0	yrzoe hcpkmy gvjedq	0	lkjuog jkmc
0	aptr wavr	0	uasnwv
0	dyfwg kosbzw	0	zndkrm
0	xdjtn	0	hfgc
0		0	ehoygf krwmlt qflukt ucqgkd
1	dvluk zxfopq	1	toyjur pjyow dkxmc
1	zigxd jipft toyjur	1	yrzoe arue
1		1	pwne wavr dvzypj zjfnkp
1	mqxa	1	ncwh xtfj zxfopq zxfopq arue
1	arue uasnwv	1	clbru toyjur
2	dxkc rztikj	2	xtfj olfik
2	wrhd	2	olfik rxyc dpevk
2		2	olfik ehoygf olfik ehoygf
2	livmp ulzk olfik	2	olfik olfik
2	ojzq	2	incs olfik ozmaq
3	kmef	3	wsinv gcniab igmody
3	ndxloe	3	dvluk jtczl nscod
3	wsinv	3	kmef kgprt sbyf phyko
3		3	mhtze ojzq tduw gwrxh
3	mfoe wsinv zyfr jdpnax nzqwlc	3	dzux
4	ynwxba	4	vruyhd sdigzb
4	jqbus fdvsm yxmhcw	4	fgxh grwyhn
4	wcbkp fdvsm dvzypj	4	wcbkp
4	mfoe miafyl grwyhn ozmaq	4	fdvsm
4		4	fgxh fgxh xjzqb
5		5	zmbr xgbj fmzse pbdm snwuyg aoclsw
5	tjriyl snwuyg	5	umgth
5	locap	5	wnbm livmp rxyc
5	bcdoe vruyhd fyxuha	5	tpva aitujo
5	gcniab xgbj tzwxpv	5	tohe
6	mqxa	6	wqgvd qogxtp jdwm
6	xviaoc	6	kwcnp livmp
6	kwcnp gbzhep wnukex	6	uink ojzq
6	hqjtg xgbj	6	jdwm
6	sbigtj	6	sbigtj khulj wrhd hqjtg
7	dnmxwt	7	jgwodh dpevk qdvw xjzqb
7	lzojdf ncwh	7	qauxz
7	virqgx jgwodh	7	vjtyz gbzhep
7	kanl kihxb	7	zglc ncwh garfo
7	lzojdf tnfwe	7	zynwg
8	zmbr qyul cjskde	8	qogknb
8		8	zwxug xjif kjsc pwzi tzwxpv
8	xnmvc wrhd	8	ncwh shpivl
8	vrguok dnmxwt xnmvc	8	xjif cpkt
8	xnhb zert qogknb	8	gbzhep
9	ehoygf vhwmnj	9	sbyf kjsc fpgz
9		9	mrhx kanl
9	khulj	9	yrzoe fhgvo apok
9		9	lkjuog svhix hcpkmy drmzqt
9	jkmc	9	izny xnhb
10		10	ynwxba thaf
10	mqxa xhdm	10	vfsbwo ozmaq
10	ehoygf gtur	10	glfui ujxa
10		10	jchm gvjedq jpemq aitujo gbzhep glfui
10		10	qtlaro nagdk livmp ndxloe
11		11	fgxh miafyl fdvsm tjriyl
11	sprxz vjtyz sdigzb	11	virqgx
11	grwyhn fgxh	11	tduw miafyl
11	iawfq nzqwlc sdigzb	11	pwne
11	kgprt sanpwj	11	ysdbra
12	qogxtp hapgk	12	zglc ulzk etqu
12	sprxz ciak zndkrm lzqsxr	12	ujytvk
12		12	ncwh btur hapgk afdwq
12	iawfq	12	azcx xzkvde kbpj worn ehoygf
12	eycvd dvzypj afsh xviaoc	12	dyfwg
13	khulj	13	xtfj fgxh dzux miafyl
13		13	fdvsm fdvsm pwne
13		13	dkxmc miafyl
13		13	cpkt sdigzb
13	dkxmc	13	ysdbra maexp yolkab miafyl
14	shpivl	14	gtnlxq
14	zndkrm vwoazu	14	jtczl zglc srlnhv phyko
14	apok wsinv	14	yial ynwxba
14	aoclsw kurenm clbru	14	zyfr
14	igmody mhtze	14	vwoazu nzqwlc zigxd
15		15	meod qdvw khulj
15	qdvw	15	fhglm dvzypj apok ilrosh
15	wrhd ilrosh	15	ukts pblyzg
15	zigxd	15	pblyzg
15	ukts	15	drgwtb xjzqb
16		16	rlpso lxfz ckpt
16		16	sojdh dcaw zwhb
16	ehoygf	16	jlvkb nhelo
16	puoq	16	xviaoc lxfz
16		16	mkfq protus
17		17	smxrc dyfwg ocakm phyko virqgx gcniab
17	zeopgx smxrc wrhd nzqwlc	17	wifqd hapgk
17	afxnmp livmp	17	xjzqb xtfj
17		17	kmef zglc qtlaro zeopgx
17	xviaoc	17	aitujo gwrxh
18	rmeqvj	18	reluyp
18		18	epvtu zcvf sanpwj
18	ewima	18	rmeqvj zkjy
18	ewima xviaoc	18	djuskn
18	incs	18	reluyp nqgkw ehoygf
19		19	gvjedq wvcoy
19	rlpso ftdo alwyhx	19	hbkdwg
19	ucqgkd wvcoy hzstvq	19	wrhd hzstvq
19		19	sanpwj wvcoy livmp
19	ynwxba iawfq	19	tslze
20	vwoazu dufsj dnmxwt dufsj	20	ynwxba ujdmfo
20	rztikj dvluk	20	zulcdk
20	khulj phxn	20	plmkry nuiypg tjriyl
20	iadvm	20	vrguok iadvm
20		20	incs vsckzt dvzypj dmac kgprt donl
21		21	dvluk exgpcy iawfq lxpd
21	zmbr kamn vruyhd lxpd qtlaro	21	ltjzf
21	qyul bqrk hrdv	21	exgpcy
21	tjriyl bqrk hrje xgbj	21	lxpd yrzoe
21	ltjzf	21	wavr lxpd bqrk
22	bjwhza nzqwlc	22	fhgvo ucqgkd
22		22	xnhb uryxsd
22	jdweu	22	qogknb livmp fpgz
22	rztikj	22	drmzqt
22	aptr apok	22	xjzqb xviaoc
23	ocakm jdpnax phyko gvjedq	23	qauxz
23	lyucs	23	yolkab
23	zndkrm virqgx	23	wsinv lmrau
23	fwtn yial tduw lmrau	23	qyul dyfwg
23	zeopgx cjskde kmef	23	dpevk cbgvo cjskde
24	jrntp	24	gvjedq gxrun ukts
24	yolkab dvluk wavr	24	cbgdx
24	shpivl	24	zmlkr kihxb wrxkp
24	drgwtb dyfwg uvcw dpevk	24	mvct
24	ilrosh	24	lzojdf dvzypj lzojdf nqgkw
25	wavr	25	vjtyz hfgc ekuy
25	mbivrg	25	yxmhcw
25	yukcw incs	25	dzqj sdjg
25		25	xtfj dzqj tboqry rmeqvj sdjg
25	dzqj rztikj xhdm	25	sdjg mbivrg
26		26	miafyl dxkc ojzq fdvsm dvluk
26		26	fgxh maexp qyul ojzq miafyl
26	fdvsm ysdbra wavr	26	miafyl
26	maexp fdvsm maexp kgprt	26	vcanh
26		26	grwyhn gaycr fdvsm jlvkb
27	srgyie nzqwlc	27	cyjtbp
27		27	cyjtbp apok eljvt raknb vjtyz
27	cyjtbp gbzhep sprxz	27	gvjedq
27	cyjtbp kmopj	27	vwoazu lyxew
27	tznd	27	hvbm ulzk yxmhcw lbuyav
28	hcspvf	28	vjtyz
28	jfxgsz	28	arnsfg dyfwg qtlaro
28		28	plbgte abnkq woqc jlti
28		28	vcanh csagq bmruo
28	bupyn ozmaq wavr	28	yrzoe
29	afxnmp	29	ulzk zwxug
29	zeopgx tzwxpv jtkz	29	xgbj ynwxba
29	jqbus mhtze yial	29	vjtyz
29		29	zyfr kmef jtczl xgbj azcx
29	gcniab zeopgx kmef	29	cjskde gbzhep
30		30	ikmf uasnwv zwhb bjwhza
30		30	vhwmnj lwdirs lkjuog xboqy
30	tnfwe	30	ulzk gptkm qflukt
30	xdje bglej	30	vruyhd
30	dnmxwt tzwxpv uzrfbw	30	fmzse
31		31	hrje dzux tmipos
31	apok	31	avrdl lxpd
31	pwne xnhb	31	khulj hrdv lxpd flirw
31		31	sanpwj mzxj hrdv cdbfxs
31	kurenm	31	xviaoc hrje
32	plmkry	32	ujdmfo incs plmkry
32	vsckzt donl xtfj hfgc	32	zulcdk ehoygf
32	jlvkb clbru lkjuog	32	dufsj
32	lkjuog ujdmfo	32	dmac xlpt
32	dmac	32	jqbus donl pwne
33	mqxa	33	garfo kanl
33	ilrosh ojzq gdhsot	33	mfoe
33	ncwh gbzhep	33	lxidsq lkjuog
