0	pdloe jsgxfn typbsv	0	pfcr
0	lsyi pdloe	0	kqluod rhvmk
0		0	cmgtk iwhl jisxyn pdloe
0	pywm zstqev	0	pdloe
0	uyont gnythv	0	pdloe
1	nhyrxe hilgd	1	qruhx uewmo
1	rhvmk xhwl asfzmp	1	nhyrxe
1		1	hweb hboqg nhyrxe
1		1	fmpeyq whfz nhyrxe
1	vrejdf nhyrxe uztk	1	kupg
2	mory	2	ycfewr axpre
2	kbgrp ycfewr rwihx	2	ubim
2	yxkboz	2	jqap ycfewr
2		2	ycfewr cmav dnzltb
2	rkomyw	2	ycfewr gocvml
3		3	vkgz fuvhy ycfewr
3		3	uldbog uvrln iwhl ycfewr
3		3	ycfewr jcvtq zuckhy
3	ycfewr ujwai	3	hdtfc onqtza
3		3	ycfewr ncfq blsg sqkbht
4		4	wkydz vxzbl exuha
4	uhnxl	4	xswl pognm qjcbns
4	wblx	4	oyaiqz qjcbns wkydz
4	mebo	4	uhnxl lkvi
4	pacntg	4	menscq gnqyzb uhnxl
5	yzejs	5	suclz vnazb
5	iypnzo	5	fydpk rtug
5		5	yzejs jieo vkgz sbpuk
5		5	cubv iypnzo khdeb xmnobf
5	yzejs gmln	5	lsyi
6	fudn aenwi vlfzi	6	wbnm
6	eanm ivxq	6	xpza
6	cnwq	6	dtyh vlfzi mjna
6		6	tlzm vlfzi blsg
6		6	cilvwa sgak vlfzi sgeo
7	wuhqp	7	aqsmcu kbgrp
7	ntolh	7	reso wuhqp
7		7	yhpl wuhqp reso tiwcg
7		7	wuhqp olau oidzf etlsp
7	uyont	7	hkteiz wuhqp
8	selmog iemhk arun	8	kndxsb
8		8	arun vprd taie
8		8	arun sqkbht pnbe
8	kjcgrx	8	pywm lnkbcf ldnhxm
8		8	suclz mzehi ldnhxm
9	kjwb	9	iyswzl sgak
9	zoreni dlecz	9	gmtn
9	ujclpg	9	iyswzl bwhvo
9	catix ngscky	9	zoreni rnpzw
9	cmgtk	9	zoreni uikhrv vprd
10	sbkq kivay tflnpo	10	pybv
10		10	tflnpo xhwl ljeqob xrtsdu
10	lxtq kqluod	10	tflnpo cfvpgs
10		10	pidn uewmo gmln tflnpo
10	tflnpo	10	jwcg mrpl tpju
11	qxhub cavpjw	11	vnazb
11		11	cavpjw gnkz fydpk
11	dyaf	11	gqedvx cavpjw
11		11	jieo aqsmcu cavpjw
11		11	imap tiwcg cavpjw zecmq
12	mgfojl mafy khdeb	12	qcyzrb
12	wuhqp	12	mafy phkd
12	lavkmd mafy	12	xfhpl znhecs
12	dtyh mafy	12	whjzq fydpk
12		12	gkwvoa mafy vmnisg uewmo
13		13	tvhf xtcifu zsel
13	laisy biqf fmpeyq	13	tvhf
13	lavkmd	13	iyrkoq tvhf gnqyzb
13		13	oglab hrkmef rnylu
13	hrkmef	13	tynu knyfl gkwvoa
14	vmnisg	14	xcvw hanjb
14	vrejdf vrwx	14	vmnisg
14	ojqcy	14	vmnisg jywv
14		14	pnbe dqgvo vmnisg
14	npqdf ubim	14	vmnisg kndxsb
15	ndepiu oche	15	azbki
15		15	ndepiu jmqry dlnk tzbvou
15	koye	15	szprna ndepiu
15		15	ndepiu lsyi oudx
15		15	imap ntolh ndepiu
16	xtcifu	16	kqluod wkajpg
16	wnax nyfs	16	gzvfwh vrwx
16	kndxsb wkajpg ecsgpw	16	cysm
16	nyfs	16	axpre jsgxfn
16	ywunab wkajpg	16	eopxqu
17	rnpzw qpcram	17	qyjx qcgbk
17		17	hilgd ecnud rnpzw zkxay
17	catix selmog	17	rnpzw cmgtk
17		17	wnaik atmcf vrwx rnpzw
17	wrzs imap xrtsdu	17	rnpzw
18	ewjgnh uhnxl	18	bwfs
18	bktpc	18	ktzh txezsy
