0	gkudie yqrmt	0	jognp uthm
0	wliupv asqmc gkudie jszqo	0	ltrf icfpx jszqo
0	gkudie uynlr	0	wliupv xutoi xdpmv
0	fultn asqmc	0	qlfary jpqixz
0		0	lwvhi vgoxf gkudie uynlr kslg
1	kqsf dypu dlobv owcx xdpmv cxwd	1	thamlo cuxo qigkoc
1	qlfary qanv tqxr tmafqe	1	ydgau tmafqe
1	evyuq	1	jauzdk akfw
1	kuvz msrqf thof gunihm	1	icyej
1		1	dpagk qkmfe fgsjv tmafqe owcx
2	iqwpv rvbad zvqex teqwk	2	rbdu
2	zvqex zqnmlf	2	rvbad
2	ltrf ekpcy etvfps hblcdi ekpcy	2	iqwpv
2	vgoxf	2	mdvg pxbrhw ugedaw apzco
2		2	ekpcy teqwk lwvhi
3	xdafqi enubac	3	albeko vcew ztbko
3	iqhyut bturie	3	cfuyx dpqg vadnou
3	uthm	3	enpvft szfalw
3	lukn wvujes	3	bfna fgsjv
3		3	rteu mdjsxz enpvft lspb
4	afkem	4	zvqex ctazn fiqc
4		4	zalt znjit ugedaw
4		4	ugedaw yjwln djta
4	hmpia ekpcy	4	iqwpv
4		4	ztbko yjwln ugedaw kaoep ugedaw mekxa ugedaw
5	uzbc rbdu	5	dlwub zxuifh
5	axndy zxuifh mwpok ozav zxuifh	5	vahdue wxby
5		5	ubty ygbdst pytwv ajdto pytwv dalx vcew
5	rteu mdvg	5	ltairb pytwv sjzgb
5	utfqe	5	ubty iqten pytwv febxum cvdr zxuifh txymzq
6	uzwxsl qlbi	6	pdjs
6		6	mdhtpy ozva tghd wcrl uafhzs poyut
6	rteu	6	wzrsx igho zmouwd yhpeq lwvhi
6	fiqc fcge ywjcpe	6	zfog
6	vgoxf kxafq ozva zmouwd bxqrpa	6	dxmzw vhazid
7	rlozu szfalw wezj gvie oqcmzw rbzsl iqwpv	7	vadnou
7		7	rbdu isnjl dlew lwvhi eficog oqcmzw
7		7	cfuyx xakmer vahdue myke pgvyib
7	cxwd hcoke npgko hqosr eficog cdlp	7	vjsul teqwk sozbul
7	rcps	7	xyck cdlp xgazl zqnmlf cfuyx spze pvjdc
8	bfna zxuifh fultn	8	ubty wliupv
8	xkayb icfpx rzyte	8	fultn ubty pytwv icfpx ltairb
8	icfpx ubty	8	uzbc zxuifh fultn zxuifh fultn
8	vcew xkayb icfpx wupa	8	gkudie zxuifh pvjdc
8	kfhwvs vjsul	8	fultn ubty jognp
9	igho xutoi vadnou	9	rhtqac wspfk cjwkue
9	iqwpv pbcfl foime wvuxoy wcrl	9	zkvsn ikumc
9	imjuh rzyte	9	hlsu tcqw zalt
9	kxafq	9	sudk bypd lukn awgr xdpmv rbdu
9	earwft zkvsn lwvhi	9	wxby jszqo odvpnx wcrl qbmt
10	nywad agmpeo	10	zdkc efyz yejl mdvg gitrma ckrtd
10		10	ozav ozju qlfary
10	ftoc ckrtd alcnj vjsul	10	lspb
10	gfazv	10	dalx dypu jzix dalx tqxr ajdto uqhizg
10	stjb bxjks	10	rxbcq nglba iqten iabzsw qvkbe
11		11	wsehg opkbn icfpx zboywx wliupv alzhe ygcui gkudie
11		11	rteu yejl icfpx zboywx pdjs
11	icfpx ygcui afkem icfpx tobrgd	11	icfpx tobrgd
11	wliupv opkbn icfpx opkbn vgoxf	11	jqur gkudie zboywx
11	pderj	11	reyki gkudie dijgsm gkudie iqwpv rzyte
12	albeko qlfary	12	wezj kaljbf rteu zqnmlf aodwq xbkg zmouwd
12		12	vkqug fobecg wcrl mdvg fcge zqnmlf egnojq fyelx ifoujb
12		12	fcge apzco inkh igho utfqe fzsre
12	fiqc	12	zmouwd zthqv
12	guywz cjwkue	12	mdhtpy cfuyx ifoujb esfbk rhtqac
13	ltrf	13	wmfh zkvsn
13		13	aodwq wzrsx kxafq vcew wsehg zmouwd vjpxma fcge tghd
13	imjuh kaljbf gpit	13	ywjcpe enpvft mdvg bypd ocex gjmcqa
13	wmfh lukn lwvhi viwmb yiha	13	vhazid wmfh enpvft wmfh
13	vjpxma igho ltairb kaljbf ghqa	13	dpqg yxjo jqur hapicq
14	vadnou	14	zfog tcjog ubty gkudie
14	gkudie pytwv	14	bturie vjsul qanv gkudie xkayb
14	fultn zxuifh	14	bmnrg ubty wliupv xkayb icfpx
14	wliupv pytwv jqur iqwpv	14	wliupv xkayb
14		14	tmpu xkayb fultn icfpx ubty
15		15	wlyfo gwtxi wcrl apzco gpin
15		15	inkh qlbi bfna
15		15	xyck mdhtpy fgsjv
15	aodwq ebnv	15	rkwq cjwkue apzco wcrl ogea
15	pbcfl ogea ivtar zmouwd pgvyib	15	jzix
16	pxbrhw cndki spze	16	oqcmzw mkcwv ouswr cnqwd
16		16	wijk qftn jpqixz muoypr vjsul
16	pderj oxdqu qftn viemn wijk qanv	16	tmpu japrio sozbul
16		16	tcjog tdbjwz vtkx pgqra
16	lvqw hcvsgq ouswr sozbul	16	dajki jpqixz dhiry ctsxr
17		17	fgcj zxuifh fultn rhtqac utfqe
17	rzyte nhgux pytwv icfpx	17	gkudie xkayb
17	fgsjv	17	gkudie zxuifh
17		17	wliupv ubty alzhe lwvhi
17	pvjdc evyuq kfhwvs pytwv fultn	17	gkudie ubty
18	pxbrhw cxwd	18	ajec wliupv sqzecd
18	qbmt fultn ikumc icfpx	18	jzix fultn lncuab
18	qlfary kxafq	18	icfpx asqmc
18	fgcj	18	wspfk wliupv
18		18	icfpx asqmc ikumc wliupv uzbc pdjs fultn wspfk rbdu
19	fgcj	19	jognp ifmvtp ugedaw zfog ekpcy cyvk
19	jrhkq ugedaw qjvm ekpcy	19	yiha tmpu vaumd ekpcy
19	nmvy ugedaw	19	cqnp ugedaw rteu
19		19	ekpcy ijnpt cxwd qjbcw zvqex
19		19	gpin dajki mdvg umeq zvqex ugedaw hmpia
20	viugj agmpeo	20	ajec cxwd hsox earwft iabzsw tcqw vahdue
20	cijr	20	jwtf jauzdk sfeqdw ckrtd awgr rzyte
20		20	pbxri awgr qlfary ckrtd jwtf
20	vnldb ikumc ltairb	20	mwpok
20	dswrx zdkc uynlr pbxri lspb	20	djta
21	pbcfl fovjc uzbc lspb gwtxi ozva	21	zfog
21	bmnrg	21	uzwxsl aglt
21	tcjog ocex aodwq pxbrhw rbdu	21	zkvsn uzwxsl
21	gpin pbcfl nhysm	21	tdbjwz
21	uafhzs	21	mxvcnh vgoxf zmouwd ftrg yxjo zkvsn
22	sfeqdw	22	zxuifh opkbn alcnj afkem
22	pytwv gzypx eibq xkayb	22	rhtqac
22	ugfd ubty	22	qlfary zxuifh tobrgd ygcui zxuifh
22	zxuifh gzypx	22	kslg
22	mxvcnh	22	sfeqdw reyki ubty
23	gpin dypu wzlx	23	euay dypu rzyte vgoxf ckrtd qrkcvz
23	egnojq mxvcnh	23	dypu cvdr iabzsw dlwub loge wkydps
23	ozju qivg mnfjwo ftoc yejl	23	vgoxf uqhizg efyz
23	nywad ehkdn gditx loge vahdue	23	rteu
23	evyuq	23	axndy agmpeo dalx tqxr fgsjv jauzdk nywad
24	pdah fultn iqwpv	24	ogty
24	gkudie unme	24	wupa xfpnw wliupv ocum wliupv
24	alxge gkudie icfpx unme	24	ivtar unme fultn
24	loiuqr	24	wsehg icfpx qsztej jpqixz
24		24	hapicq evyuq vcew kyvo wliupv
25		25	cvdr jauzdk jqur jauzdk gitrma
25		25	thof qivg cuzvg vkqug vjsul
25		25	nuvjsd alzhe hwqo ozju
25	ozav dpagk uqhizg nywad	25	cxwd
25	stjb bxwgvk qnfmg	25	ovwink ydgau
26	cfuyx ifoujb	26	afkem bxjks zmouwd ghszcf
26	uafhzs txymzq lspb ebnv gwtxi	26	oxny xyck wvujes oxny
26	apzco ipybt pbcfl fyelx viwmb odvpnx wvujes	26	yejl
26	jzix vgoxf	26	ipybt bwcu
